,venue_boundaries,venue_highest_runs,venue_boundaries_first_six,venue_avg_wicket,SR,avg,batting_team,bowling_team,BF,runs,_4s,_6s,_30s,_50s,economy,wickets,innings,runs_after_6ovs
799,36,232,19,5,1.160585329,27.50900901,Rajasthan Royals,Mumbai Indians,2631,3053.5,342.5,52,111,111,7.652035116,67.66666667,1,42
800,36,232,19,5,1.295292439,23.68695652,Mumbai Indians,Rajasthan Royals,1051.5,1362,142.5,64,57.5,57.5,8.018151815,70.33333333,2,45
801,36,232,19,5,1.263076422,24.33751962,Mumbai Indians,Chennai Super Kings,2454.8,3100.6,286.4,116.6,127.4,127.4,8.157134925,106,1,34
802,36,232,19,5,1.242162784,24.96531792,Chennai Super Kings,Mumbai Indians,2086.2,2591.4,242.2,86.2,103.8,103.8,7.378583098,100,2,35
803,31,206,18,5,1.151326413,26.19947507,Kolkata Knight Riders,Mumbai Indians,2890,3327.333333,345.6666667,66.66666667,127,127,7.406125166,112.75,1,31
804,31,206,18,5,1.212942366,25.52340426,Mumbai Indians,Kolkata Knight Riders,1648.333333,1999.333333,182.3333333,65.66666667,78.33333333,78.33333333,7.488699518,115.75,2,32
805,39,245,21,6,1.215439673,22.72848948,Delhi Daredevils,Royal Challengers Bangalore,1956,2377.4,214.2,76.6,104.6,104.6,8.011590843,65.33333333,1,30
806,39,245,21,6,1.231814996,27.12654321,Royal Challengers Bangalore,Delhi Daredevils,2378.333333,2929.666667,293,83.66666667,108,108,7.8352259,53,2,50
807,31,206,18,5,1.286202686,26.73604061,Chennai Super Kings,Kings XI Punjab,2047.5,2633.5,269,123.5,98.5,98.5,7.756225886,76.25,1,70
808,31,206,18,5,1.365324508,21.0368272,Kings XI Punjab,Chennai Super Kings,1087.8,1485.2,137,66.6,70.6,70.6,7.440168539,134.3333333,2,64
809,31,206,18,5,1.286534714,31.0519802,Sunrisers Hyderabad,Rajasthan Royals,3250.333333,4181.666667,438.3333333,127,134.6666667,134.6666667,8.254114929,70,1,41
810,31,206,18,5,1.255415674,25.56351039,Rajasthan Royals,Sunrisers Hyderabad,2204.25,2767.25,259.75,100.25,108.25,108.25,7.28258427,119,2,30
811,32,226,18,5,1.182031756,25.91651865,Kolkata Knight Riders,Delhi Daredevils,3086,3647.75,372.75,90.75,140.75,140.75,8.494679471,78,1,31
812,32,226,18,5,1.232711159,21.90930788,Delhi Daredevils,Kolkata Knight Riders,1861.75,2295,213.75,77.5,104.75,104.75,7.845452819,103.3333333,2,49
813,32,226,18,5,1.212942366,25.52340426,Mumbai Indians,Royal Challengers Bangalore,1648.333333,1999.333333,182.3333333,65.66666667,78.33333333,78.33333333,8.011590843,65.33333333,1,49
814,32,226,18,5,1.299360543,27.11532125,Royal Challengers Bangalore,Mumbai Indians,2533.4,3291.8,298.4,127.8,121.4,121.4,7.161134719,167,2,30
815,39,245,21,6,1.216001353,24.61986301,Rajasthan Royals,Kings XI Punjab,1970.666667,2396.333333,220.6666667,70.33333333,97.33333333,97.33333333,7.756225886,76.25,1,54
816,39,245,21,6,1.367263006,21.94389439,Kings XI Punjab,Rajasthan Royals,1215.75,1662.25,172.5,67,75.75,75.75,8.165337201,60.5,2,39
817,31,206,18,5,1.306264501,27.64082687,Chennai Super Kings,Delhi Daredevils,2729.666667,3565.666667,344.6666667,148.6666667,129,129,8.180356117,69.25,1,34
818,31,206,18,5,1.215439673,22.72848948,Delhi Daredevils,Chennai Super Kings,1956,2377.4,214.2,76.6,104.6,104.6,8.125094197,51.66666667,2,24
819,39,245,21,6,1.386393953,24.74603175,Kings XI Punjab,Sunrisers Hyderabad,1124.5,1559,192,55,63,63,7.322214336,113.75,1,43
820,39,245,21,6,1.28172026,30.64962121,Sunrisers Hyderabad,Kings XI Punjab,2525.2,3236.6,325.2,104.4,105.6,105.6,7.805204192,78.75,2,45
821,32,226,18,5,1.286202686,26.73604061,Chennai Super Kings,Rajasthan Royals,2047.5,2633.5,269,123.5,98.5,98.5,8.301794053,76.33333333,1,51
822,32,226,18,5,1.255415674,25.56351039,Rajasthan Royals,Chennai Super Kings,2204.25,2767.25,259.75,100.25,108.25,108.25,6.997624703,70.66666667,2,38
823,39,245,21,6,1.171881475,26.73995272,Kolkata Knight Riders,Royal Challengers Bangalore,2413,2827.75,292.25,66.5,105.75,105.75,8.011590843,65.33333333,1,42
824,39,245,21,6,1.151079137,20.82191781,Royal Challengers Bangalore,Kolkata Knight Riders,1320.5,1520,195.5,26,73,73,7.559147276,132.6666667,2,49
825,32,226,18,5,1.245581681,26.22977346,Mumbai Indians,Chennai Super Kings,1626.75,2026.25,184.25,77.25,77.25,77.25,7.391840133,80,1,31
826,32,226,18,5,1.286202686,26.73604061,Chennai Super Kings,Mumbai Indians,2047.5,2633.5,269,123.5,98.5,98.5,7.406125166,112.75,2,51
827,32,226,18,5,1.232330064,27.92337165,Sunrisers Hyderabad,Delhi Daredevils,2957,3644,402.5,93,130.5,130.5,8.20417724,70.5,1,55
828,32,226,18,5,1.228479485,26.78947368,Delhi Daredevils,Sunrisers Hyderabad,1864.5,2290.5,224,83.5,85.5,85.5,7.262532378,90,2,44
829,31,206,18,5,1.367263006,21.94389439,Kings XI Punjab,Kolkata Knight Riders,1215.75,1662.25,172.5,67,75.75,75.75,7.613636364,119.75,1,51
830,31,206,18,5,1.194657061,26.31404959,Kolkata Knight Riders,Kings XI Punjab,2665.2,3184,324.6,85.8,121,121,7.819956184,97,2,24
831,31,206,18,5,1.297909791,25.6850508,Royal Challengers Bangalore,Rajasthan Royals,1947.857143,2528.142857,226.2857143,99.71428571,98.42857143,98.42857143,7.894658013,54.75,1,22
832,31,206,18,5,1.222018607,24.2150838,Rajasthan Royals,Royal Challengers Bangalore,1773.5,2167.25,205.5,62.5,89.5,89.5,7.038202247,30,2,36
833,39,245,21,6,1.249522354,24.4638404,Mumbai Indians,Delhi Daredevils,1962.75,2452.5,212,97.75,100.25,100.25,7.8352259,53,1,37
834,39,245,21,6,1.228479485,26.78947368,Delhi Daredevils,Mumbai Indians,1864.5,2290.5,224,83.5,85.5,85.5,7.204844161,152,2,31
835,39,245,21,6,1.29289664,31.92857143,Sunrisers Hyderabad,Chennai Super Kings,2938.75,3799.5,387.25,121.25,119,119,7.391840133,80,1,37
836,39,245,21,6,1.286202686,26.73604061,Chennai Super Kings,Sunrisers Hyderabad,2047.5,2633.5,269,123.5,98.5,98.5,7.196972086,115.6666667,2,47
837,32,226,18,5,1.323229829,28.77181208,Royal Challengers Bangalore,Kings XI Punjab,2699.833333,3572.5,316.8333333,165.5,124.1666667,124.1666667,7.860674157,75.66666667,1,44
838,32,226,18,5,1.339632546,22.78571429,Kings XI Punjab,Royal Challengers Bangalore,1270,1701.333333,189.3333333,58.33333333,74.66666667,74.66666667,7.989285714,71.5,2,33
839,31,206,18,5,1.230497,25.96428571,Rajasthan Royals,Kolkata Knight Riders,2166.333333,2665.666667,255.6666667,76.66666667,102.6666667,102.6666667,7.502010424,129,1,45
840,31,206,18,5,1.131690998,26.1122807,Kolkata Knight Riders,Rajasthan Royals,2192,2480.666667,280,42,95,95,7.838235294,63,2,33
841,31,206,18,5,1.219773675,22.8401487,Kolkata Knight Riders,Rajasthan Royals,1679,2048,195,58.66666667,89.66666667,89.66666667,8.62004662,83,3,11
842,31,206,18,5,1.302973199,27.41409692,Rajasthan Royals,Kolkata Knight Riders,2388,3111.5,295,124,113.5,113.5,6.824734982,153,4,11
843,32,226,18,5,1.29289664,31.92857143,Sunrisers Hyderabad,Mumbai Indians,2938.75,3799.5,387.25,121.25,119,119,7.292564281,144.3333333,1,44
844,32,226,18,5,1.290143737,24.07279693,Mumbai Indians,Sunrisers Hyderabad,1948,2513.2,203,115.8,104.4,104.4,7.25284738,91,2,32
845,25,185,17,5,1.306264501,27.64082687,Chennai Super Kings,Kolkata Knight Riders,2729.666667,3565.666667,344.6666667,148.6666667,129,129,7.410164066,135.6666667,1,43
846,25,185,17,5,1.196163366,24.95982783,Kolkata Knight Riders,Chennai Super Kings,2424,2899.5,297.6666667,73.66666667,116.1666667,116.1666667,7.471969006,91.2,2,39
847,25,189,16,5,1.367263006,21.94389439,Kings XI Punjab,Mumbai Indians,1215.75,1662.25,172.5,67,75.75,75.75,7.397323726,120,1,36
848,25,189,16,5,1.249248429,25.32409972,Mumbai Indians,Kings XI Punjab,1829.5,2285.5,198,88.75,90.25,90.25,7.819956184,97,2,49
849,32,231,19,6,1.242653606,26.96618357,Delhi Daredevils,Rajasthan Royals,1497.333333,1860.666667,179.6666667,69,69,69,7.960784314,66.33333333,1,46
850,32,231,19,6,1.230497,25.96428571,Rajasthan Royals,Delhi Daredevils,2166.333333,2665.666667,255.6666667,76.66666667,102.6666667,102.6666667,8.20417724,70.5,2,38
851,74,263,40,5,1.29289664,31.92857143,Sunrisers Hyderabad,Royal Challengers Bangalore,2938.75,3799.5,387.25,121.25,119,119,8.109375,61.75,1,47
852,74,263,40,5,1.293525726,29.81619256,Royal Challengers Bangalore,Sunrisers Hyderabad,2633.5,3406.5,316.25,151.25,114.25,114.25,7.28258427,119,2,36
853,32,231,19,6,1.24990057,24.55208333,Delhi Daredevils,Chennai Super Kings,1885.75,2357,229.5,78.25,96,96,8.125094197,51.66666667,1,46
854,32,231,19,6,1.286202686,26.73604061,Chennai Super Kings,Delhi Daredevils,2047.5,2633.5,269,123.5,98.5,98.5,8.20417724,70.5,2,49
855,31,211,19,5,1.197566372,26.27669903,Rajasthan Royals,Kolkata Knight Riders,2260,2706.5,288,57.5,103,103,7.731815167,129,1,50
856,31,211,19,5,1.224302955,26.5045045,Kolkata Knight Riders,Rajasthan Royals,3604.5,4413,473,111,166.5,166.5,8.079125249,68.25,2,50
857,25,189,16,5,1.217078511,23.43975904,Mumbai Indians,Royal Challengers Bangalore,1065.666667,1297,111,46.66666667,55.33333333,55.33333333,8.109375,61.75,1,50
858,25,189,16,5,1.295010018,30.02876106,Royal Challengers Bangalore,Mumbai Indians,3493.666667,4524.333333,420.6666667,200.6666667,150.6666667,150.6666667,7.133447684,128.25,2,64
859,32,231,19,6,1.24990057,24.55208333,Delhi Daredevils,Kolkata Knight Riders,1885.75,2357,229.5,78.25,96,96,7.59746105,92,1,29
860,32,231,19,6,1.224302955,26.5045045,Kolkata Knight Riders,Delhi Daredevils,3604.5,4413,473,111,166.5,166.5,8.400355345,50.75,2,52
861,37,231,20,5,1.376614187,22.23428571,Kings XI Punjab,Chennai Super Kings,1413.25,1945.5,188,80.75,87.5,87.5,8.125094197,51.66666667,1,38
862,37,231,20,5,1.306264501,27.64082687,Chennai Super Kings,Kings XI Punjab,2729.666667,3565.666667,344.6666667,148.6666667,129,129,7.62022035,81.33333333,2,46
863,31,211,19,5,1.255493812,29.85285285,Sunrisers Hyderabad,Rajasthan Royals,2639.333333,3313.666667,346.3333333,96.66666667,111,111,8.042142857,81.75,1,50
864,31,211,19,5,1.261196243,24.77087379,Rajasthan Royals,Sunrisers Hyderabad,2023,2551.4,242,91,103,103,7.196972086,115.6666667,2,37
865,74,263,40,5,1.389552588,21.72893773,Kings XI Punjab,Royal Challengers Bangalore,1423,1977.333333,208.6666667,78.66666667,91,91,8.124718595,65.25,1,64
866,74,263,40,5,1.293327023,29.70434783,Royal Challengers Bangalore,Kings XI Punjab,2641.25,3416,317.75,150.75,115,115,7.819956184,97,2,34
867,25,189,16,5,1.219693221,25.67708333,Mumbai Indians,Chennai Super Kings,1347.333333,1643.333333,145,61.33333333,64,64,7.68852459,18,1,42
868,25,189,16,5,1.306264501,27.64082687,Chennai Super Kings,Mumbai Indians,2729.666667,3565.666667,344.6666667,148.6666667,129,129,7.320798158,148,2,38
869,32,231,19,6,1.296162403,25.19459459,Delhi Daredevils,Sunrisers Hyderabad,1198.666667,1553.666667,151.6666667,61,61.66666667,61.66666667,7.324149332,98.75,1,52
870,32,231,19,6,1.267781674,28.31124498,Sunrisers Hyderabad,Delhi Daredevils,2780.25,3524.75,359,115,124.5,124.5,8.427014218,53.8,2,44
871,74,263,40,5,1.335402955,33.81761006,Royal Challengers Bangalore,Rajasthan Royals,2684.333333,3584.666667,300,184.6666667,106,106,8.011301989,63.5,1,31
872,74,263,40,5,1.197566372,26.27669903,Rajasthan Royals,Royal Challengers Bangalore,2260,2706.5,288,57.5,103,103,7.989285714,71.5,2,45
873,37,231,20,5,1.358147513,21.34231806,Kings XI Punjab,Kolkata Knight Riders,1457.5,1979.5,202.5,75.25,92.75,92.75,7.976895542,108.6666667,1,49
874,37,231,20,5,1.224302955,26.5045045,Kolkata Knight Riders,Kings XI Punjab,3604.5,4413,473,111,166.5,166.5,7.596,98,2,55
875,63,231,38,5,1.255493812,29.85285285,Sunrisers Hyderabad,Mumbai Indians,2639.333333,3313.666667,346.3333333,96.66666667,111,111,7.24922004,126.6,1,43
876,63,231,38,5,1.219693221,25.67708333,Mumbai Indians,Sunrisers Hyderabad,1347.333333,1643.333333,145,61.33333333,64,64,7.211642412,127.6666667,2,38
877,25,185,17,5,1.331654918,26.27152318,Rajasthan Royals,Chennai Super Kings,1489.5,1983.5,192,97,75.5,75.5,7.380061245,77.25,1,42
878,25,185,17,5,1.296011964,27.95483871,Chennai Super Kings,Rajasthan Royals,2507.5,3249.75,309.75,129.75,116.25,116.25,8.086512262,43.25,2,48
879,74,263,40,5,1.295010018,30.02876106,Royal Challengers Bangalore,Delhi Daredevils,3493.666667,4524.333333,420.6666667,200.6666667,150.6666667,150.6666667,8.417555623,46.25,1,34
880,74,263,40,5,1.251934652,25.10344828,Delhi Daredevils,Royal Challengers Bangalore,1453.75,1820,175.5,68.5,72.5,72.5,7.335431089,67.5,2,46
881,37,231,20,5,1.247213034,26.30749354,Mumbai Indians,Kolkata Knight Riders,2040.75,2545.25,223.5,99.75,96.75,96.75,7.537329127,118.5,1,37
882,37,231,20,5,1.224302955,26.5045045,Kolkata Knight Riders,Mumbai Indians,3604.5,4413,473,111,166.5,166.5,7.167343853,153.75,2,45
883,63,231,38,5,1.232330064,27.92337165,Sunrisers Hyderabad,Kings XI Punjab,2957,3644,402.5,93,130.5,130.5,7.765013055,99.5,1,55
884,63,231,38,5,1.360741445,23.18218623,Kings XI Punjab,Sunrisers Hyderabad,1402.666667,1908.666667,205,70,82.33333333,82.33333333,7.324149332,98.75,2,86
885,31,211,19,5,1.203788374,25.36238532,Rajasthan Royals,Delhi Daredevils,1531,1843,195,41,72.66666667,72.66666667,7.863580999,41.5,1,52
886,31,211,19,5,1.256263736,23.11051213,Delhi Daredevils,Rajasthan Royals,1706.25,2143.5,189.75,73,92.75,92.75,8.247950311,61,2,34
887,63,231,38,5,1.213893465,24.90704225,Sunrisers Hyderabad,Kolkata Knight Riders,2428,2947.333333,308.6666667,88.33333333,118.3333333,118.3333333,7.559147276,132.6666667,1,41
888,63,231,38,5,1.210830181,25.99145299,Kolkata Knight Riders,Sunrisers Hyderabad,3348.666667,4054.666667,412,106.3333333,156,156,7.25284738,91,2,30
889,25,185,17,5,1.292782618,26.828125,Chennai Super Kings,Royal Challengers Bangalore,2324.25,3004.75,281,126.5,112,112,7.492054642,46.75,1,39
890,25,185,17,5,1.295010018,30.02876106,Royal Challengers Bangalore,Chennai Super Kings,3493.666667,4524.333333,420.6666667,200.6666667,150.6666667,150.6666667,7.344425957,95.66666667,2,17
891,32,231,19,6,1.237526935,23.47798742,Delhi Daredevils,Kings XI Punjab,2011,2488.666667,239,79,106,106,7.523415978,78.33333333,1,55
892,32,231,19,6,1.412920287,25.10067114,Kings XI Punjab,Delhi Daredevils,1323.5,1870,215.5,72.5,74.5,74.5,8.492033486,72.66666667,2,66
893,31,211,19,5,1.20457233,35.12643678,Mumbai Indians,Rajasthan Royals,1268.5,1528,153.5,48,43.5,43.5,8.107003891,61.5,1,42
894,31,211,19,5,1.290948951,25.05775076,Rajasthan Royals,Mumbai Indians,1596.5,2061,190,88.25,82.25,82.25,7.665301763,81.5,2,47
895,63,231,38,5,1.285691787,28.24740484,Royal Challengers Bangalore,Sunrisers Hyderabad,3174.75,4081.75,370,187.75,144.5,144.5,7.22733527,88.5,1,25
896,63,231,38,5,1.2987061,33.03761755,Sunrisers Hyderabad,Royal Challengers Bangalore,4057.5,5269.5,555.5,153,159.5,159.5,7.492054642,46.75,2,51
897,36,232,19,5,1.306264501,27.64082687,Chennai Super Kings,Kolkata Knight Riders,2729.666667,3565.666667,344.6666667,148.6666667,129,129,7.590981013,103.75,1,35
898,36,232,19,5,1.224302955,26.5045045,Kolkata Knight Riders,Chennai Super Kings,3604.5,4413,473,111,166.5,166.5,7.391840133,80,2,52
899,30,213,21,5,1.363318013,28.5733945,Kings XI Punjab,Mumbai Indians,1523,2076.333333,233.3333333,74.33333333,72.66666667,72.66666667,7.493859649,89.5,1,48
900,30,213,21,5,1.20457233,35.12643678,Mumbai Indians,Kings XI Punjab,1268.5,1528,153.5,48,43.5,43.5,7.537892791,64.75,2,62
901,25,185,17,5,1.305924874,28.41853933,Chennai Super Kings,Sunrisers Hyderabad,2582.333333,3372.333333,315.3333333,129.6666667,118.6666667,118.6666667,7.22733527,88.5,1,60
902,25,185,17,5,1.2987061,33.03761755,Sunrisers Hyderabad,Chennai Super Kings,4057.5,5269.5,555.5,153,159.5,159.5,7.326291531,92.66666667,2,64
903,36,232,19,5,1.241507303,24.77616747,Kolkata Knight Riders,Royal Challengers Bangalore,3098.25,3846.5,374.75,120,155.25,155.25,7.395752896,56.5,1,45
904,36,232,19,5,1.329396006,33.48773006,Royal Challengers Bangalore,Kolkata Knight Riders,2737.333333,3639,307.6666667,185.3333333,108.6666667,108.6666667,7.559147276,132.6666667,2,36
905,25,189,16,5,1.20457233,35.12643678,Mumbai Indians,Delhi Daredevils,1268.5,1528,153.5,48,43.5,43.5,8.125764929,65.25,1,65
906,25,189,16,5,1.237526935,23.47798742,Delhi Daredevils,Mumbai Indians,2011,2488.666667,239,79,106,106,7.495934959,77,2,47
907,30,213,21,5,1.363318013,28.5733945,Kings XI Punjab,Rajasthan Royals,1523,2076.333333,233.3333333,74.33333333,72.66666667,72.66666667,8,62.5,1,53
908,30,213,21,5,1.230497,25.96428571,Rajasthan Royals,Kings XI Punjab,2166.333333,2665.666667,255.6666667,76.66666667,102.6666667,102.6666667,7.650453805,56,2,44
909,74,263,40,5,1.253185828,27.28353659,Royal Challengers Bangalore,Chennai Super Kings,1428.2,1789.8,152,71.6,65.6,65.6,7.442503048,104.25,1,34
910,74,263,40,5,1.305924874,28.41853933,Chennai Super Kings,Royal Challengers Bangalore,2582.333333,3372.333333,315.3333333,129.6666667,118.6666667,118.6666667,7.58814666,39,2,64
911,36,232,19,5,1.274960464,29.28087167,Sunrisers Hyderabad,Kolkata Knight Riders,3161.666667,4031,410.6666667,128.3333333,137.6666667,137.6666667,7.502010424,129,1,49
912,36,232,19,5,1.210830181,25.99145299,Kolkata Knight Riders,Sunrisers Hyderabad,3348.666667,4054.666667,412,106.3333333,156,156,7.097348347,100.6666667,2,49
913,25,189,16,5,1.323505324,26.60082305,Rajasthan Royals,Mumbai Indians,2442,3232,284,152.5,121.5,121.5,7.330388693,109,1,35
914,25,189,16,5,1.287739422,26.09649123,Mumbai Indians,Rajasthan Royals,1848.2,2380,201.2,108.2,91.2,91.2,8.013278856,86,2,71
915,30,213,21,5,1.261033634,20.71698113,Delhi Daredevils,Kings XI Punjab,1523.75,1921.5,183,62.75,92.75,92.75,7.686046512,71,1,44
916,30,213,21,5,1.403422502,23.39344262,Kings XI Punjab,Delhi Daredevils,1271,1783.75,169.75,81.25,76.25,76.25,8.773062731,62.66666667,2,48
917,36,232,19,5,1.210830181,25.99145299,Kolkata Knight Riders,Kings XI Punjab,3348.666667,4054.666667,412,106.3333333,156,156,7.683257919,59.25,1,55
918,36,232,19,5,1.360741445,23.18218623,Kings XI Punjab,Kolkata Knight Riders,1402.666667,1908.666667,205,70,82.33333333,82.33333333,7.537329127,118.5,2,46
919,37,231,20,5,1.20457233,35.12643678,Mumbai Indians,Chennai Super Kings,1268.5,1528,153.5,48,43.5,43.5,7.976403964,86.66666667,1,53
920,37,231,20,5,1.283055023,28.23493976,Chennai Super Kings,Mumbai Indians,1826.5,2343.5,225,95,83,83,7.650319829,88.33333333,2,60
921,25,189,16,5,1.412920287,25.10067114,Kings XI Punjab,Chennai Super Kings,1323.5,1870,215.5,72.5,74.5,74.5,7.976403964,86.66666667,1,70
922,25,189,16,5,1.305924874,28.41853933,Chennai Super Kings,Kings XI Punjab,2582.333333,3372.333333,315.3333333,129.6666667,118.6666667,118.6666667,7.828002843,81.66666667,2,100
923,74,263,40,5,1.340818468,22.57597173,Kings XI Punjab,Kolkata Knight Riders,1191.25,1597.25,168.5,57.25,70.75,70.75,7.559147276,132.6666667,1,32
924,74,263,40,5,1.210830181,25.99145299,Kolkata Knight Riders,Kings XI Punjab,3348.666667,4054.666667,412,106.3333333,156,156,8.006029049,70,2,59
925,32,232,20,5,1.31945789,22.60900474,Kings XI Punjab,Kolkata Knight Riders,1446.2,1908.2,189.2,74.8,84.4,84.4,8.211095101,107.6666667,1,48
926,32,232,20,5,1.224087466,25.61981982,Kolkata Knight Riders,Kings XI Punjab,2904,3554.75,365.25,94.5,138.75,138.75,7.888057777,75,2,53
927,31,211,19,5,1.296011964,27.95483871,Chennai Super Kings,Rajasthan Royals,2507.5,3249.75,309.75,129.75,116.25,116.25,7.984929509,49.2,1,39
928,31,211,19,5,1.251481659,27.80427046,Rajasthan Royals,Chennai Super Kings,3121.5,3906.5,396.5,133,140.5,140.5,7.976403964,86.66666667,2,47
929,74,263,40,5,1.155865463,22.84864865,Mumbai Indians,Royal Challengers Bangalore,1219,1409,168.6666667,34,61.66666667,61.66666667,8.04950495,36.25,1,48
930,74,263,40,5,1.314060896,32.45915493,Royal Challengers Bangalore,Mumbai Indians,2923,3841,330,192,118.3333333,118.3333333,7.260817308,147,2,33
931,32,231,19,6,1.206454675,23.90595611,Delhi Daredevils,Kolkata Knight Riders,1580.25,1906.5,158.75,67.25,79.75,79.75,7.743020759,119,1,34
932,32,231,19,6,1.224087466,25.61981982,Kolkata Knight Riders,Delhi Daredevils,2904,3554.75,365.25,94.5,138.75,138.75,7.848964677,30,2,48
933,31,211,19,5,1.251481659,27.80427046,Rajasthan Royals,Kings XI Punjab,3121.5,3906.5,396.5,133,140.5,140.5,7.888057777,75,1,43
934,31,211,19,5,1.309929789,28.18705036,Kings XI Punjab,Rajasthan Royals,1994,2612,283.3333333,91.66666667,92.66666667,92.66666667,7.967404524,63,2,40
935,31,211,19,5,1.349850883,26.15111111,Kings XI Punjab,Rajasthan Royals,1453,1961.333333,172.3333333,86,75,75,7.723196881,98,3,15
936,31,211,19,5,1.301079414,24.81617647,Rajasthan Royals,Kings XI Punjab,1729.333333,2250,208.6666667,90.33333333,90.66666667,90.66666667,8.024596464,72,4,6
937,30,206,18,5,1.2987061,33.03761755,Sunrisers Hyderabad,Kolkata Knight Riders,4057.5,5269.5,555.5,153,159.5,159.5,7.071019473,93.66666667,1,43
938,30,206,18,5,1.250570933,25.83018868,Kolkata Knight Riders,Sunrisers Hyderabad,2736.75,3422.5,335.75,112,132.5,132.5,7.398746968,101.2,2,49
939,74,263,40,5,1.306264501,27.64082687,Chennai Super Kings,Royal Challengers Bangalore,2729.666667,3565.666667,344.6666667,148.6666667,129,129,7.842105263,64.75,1,45
940,74,263,40,5,1.248588899,26.15270936,Royal Challengers Bangalore,Chennai Super Kings,2126,2654.5,246.25,83.5,101.5,101.5,7.976403964,86.66666667,2,38
941,32,231,19,6,1.229987557,25.13135593,Delhi Daredevils,Mumbai Indians,1607.333333,1977,159.6666667,76.33333333,78.66666667,78.66666667,7.260817308,147,1,45
942,32,231,19,6,1.155865463,22.84864865,Mumbai Indians,Delhi Daredevils,1219,1409,168.6666667,34,61.66666667,61.66666667,7.669654289,30,2,48
943,31,211,19,5,1.25172117,26.87297921,Rajasthan Royals,Royal Challengers Bangalore,2324,2909,291.5,90.75,108.25,108.25,7.667087011,73.5,1,48
944,31,211,19,5,1.379276896,33.06765328,Royal Challengers Bangalore,Rajasthan Royals,3780,5213.666667,430.6666667,264,157.6666667,157.6666667,7.958608542,100.75,2,49
945,36,232,19,5,1.245493834,24.3127572,Mumbai Indians,Kolkata Knight Riders,1897.4,2363.2,210.4,93.2,97.2,97.2,7.889334962,107,1,37
946,36,232,19,5,1.210830181,25.99145299,Kolkata Knight Riders,Mumbai Indians,3348.666667,4054.666667,412,106.3333333,156,156,7.62535798,122.25,2,38
947,93,246,59,5,1.296011964,27.95483871,Chennai Super Kings,Delhi Daredevils,2507.5,3249.75,309.75,129.75,116.25,116.25,7.862225587,53.33333333,1,59
948,93,246,59,5,1.243868114,19.57911392,Delhi Daredevils,Chennai Super Kings,994.8,1237.4,106,49.8,63.2,63.2,7.999469355,119,2,40
949,32,232,20,5,1.235364397,26.24365482,Rajasthan Royals,Kings XI Punjab,2092.5,2585,245,72,98.5,98.5,7.594296824,82.66666667,1,35
950,32,232,20,5,1.33023674,23,Kings XI Punjab,Rajasthan Royals,1668.5,2219.5,221.75,88.75,96.5,96.5,8.143009986,81.75,2,51
951,36,232,19,5,1.224302955,26.5045045,Kolkata Knight Riders,Royal Challengers Bangalore,3604.5,4413,473,111,166.5,166.5,8.571783202,34.5,1,53
952,36,232,19,5,1.315428365,29.55578093,Royal Challengers Bangalore,Kolkata Knight Riders,3692.333333,4857,425.3333333,219.6666667,164.3333333,164.3333333,7.200504944,87,2,41
953,93,246,59,5,1.286202686,26.73604061,Chennai Super Kings,Sunrisers Hyderabad,2047.5,2633.5,269,123.5,98.5,98.5,7.729990357,97.25,1,49
954,93,246,59,5,1.303686135,33.73913043,Sunrisers Hyderabad,Chennai Super Kings,3373,4397.333333,448.3333333,136.6666667,130.3333333,130.3333333,7.999469355,119,2,46
955,32,231,19,6,1.229987557,25.13135593,Delhi Daredevils,Rajasthan Royals,1607.333333,1977,159.6666667,76.33333333,78.66666667,78.66666667,7.971723347,58,1,51
956,32,231,19,6,1.232609905,27.01219512,Rajasthan Royals,Delhi Daredevils,2396,2953.333333,273.3333333,83,109.3333333,109.3333333,8.301572618,61.66666667,2,42
957,25,189,16,5,1.316995074,25.58373206,Kings XI Punjab,Mumbai Indians,2030,2673.5,290.5,98.5,104.5,104.5,7.610784128,113.3333333,1,57
958,25,189,16,5,1.245493834,24.3127572,Mumbai Indians,Kings XI Punjab,1897.4,2363.2,210.4,93.2,97.2,97.2,7.888057777,75,2,17
959,74,263,40,5,1.315428365,29.55578093,Royal Challengers Bangalore,Sunrisers Hyderabad,3692.333333,4857,425.3333333,219.6666667,164.3333333,164.3333333,7.562584727,115.3333333,1,47
960,74,263,40,5,1.2987061,33.03761755,Sunrisers Hyderabad,Royal Challengers Bangalore,4057.5,5269.5,555.5,153,159.5,159.5,8.571783202,34.5,2,65
961,31,211,19,5,1.219526489,23.8646789,Mumbai Indians,Rajasthan Royals,2133,2601.25,265,87,109,109,7.937956204,70.75,1,31
962,31,211,19,5,1.232609905,27.01219512,Rajasthan Royals,Mumbai Indians,2396,2953.333333,273.3333333,83,109.3333333,109.3333333,7.610784128,113.3333333,2,42
963,32,232,20,5,1.30457214,23.88599349,Kings XI Punjab,Delhi Daredevils,1873.666667,2444.333333,255,87.33333333,102.3333333,102.3333333,7.848964677,30,1,41
964,32,232,20,5,1.229987557,25.13135593,Delhi Daredevils,Kings XI Punjab,1607.333333,1977,159.6666667,76.33333333,78.66666667,78.66666667,7.888057777,75,2,47
965,30,206,18,5,1.295281583,32.07760532,Sunrisers Hyderabad,Rajasthan Royals,2792.25,3616.75,362.25,117,112.75,112.75,8.010526316,64.5,1,35
